car,track,frame,mode,draw,present,track_us,prepare,raster,blit,player,opponents,upscale,hud,crc,total
4,0,15,1,103421,31455,11707,16527,28828,7091,37475,24998,20193,3505,3068614945,134876
4,0,16,0,140839,31499,14620,25188,57695,14125,39184,57959,20196,3304,2752038519,172338
4,0,16,1,129839,31991,14343,25138,47188,14133,35320,51273,20196,3285,2752038519,161830
4,0,17,0,135957,31484,14813,25066,55521,11540,37932,54328,20199,3271,1134018321,167441
4,0,17,1,125840,31450,14823,25079,45267,11544,34309,47716,20185,3276,1134018321,157290
4,0,18,0,138040,31497,13441,25147,58119,12193,39028,56564,20177,3309,2634747724,169537
4,0,18,1,127745,31473,13672,25184,47549,12189,35001,50058,20196,3365,2634747724,159218
4,0,19,0,107254,31467,13329,16475,32105,7437,38246,26502,20178,3481,41091029,138721
4,0,19,1,130751,31467,20360,16412,27214,7445,34576,25249,20206,7559,41091029,162218
4,0,20,0,133256,31460,11193,25056,55606,12264,38521,54534,20181,3291,1442491244,164716
4,0,20,1,123895,31459,11114,25162,45067,12326,34962,48828,20207,3279,1442491244,155354
4,0,21,0,149870,31460,23492,25107,57268,14438,40615,56329,20181,3799,1320054652,181330
4,0,21,1,139648,31449,23796,25056,47088,14449,36483,50237,20193,3348,1320054652,171097
4,0,22,0,153218,31472,23914,24991,54236,20910,40699,59573,20195,3300,2434498028,184690
4,0,22,1,143739,31447,23869,25079,44811,20918,37212,53722,20192,3314,2434498028,175186
4,0,23,0,112112,31440,20945,16438,30300,6593,36049,26005,20204,3455,994767733,143552
4,0,23,1,107852,31450,20945,16481,25879,6593,32686,25004,20207,3449,994767733,139302
4,0,24,0,167253,31473,23664,25196,53414,13982,37772,54958,20230,7580,3598159444,198726
4,0,24,1,128350,31446,16626,25133,43598,13775,34239,48399,20195,3381,3598159444,159796
4,1,1,0,149781,31467,15545,24929,60963,19228,40053,65205,20203,3329,3841981559,181248
4,1,1,1,138031,31451,15556,24870,49217,19257,35539,57942,20193,3359,3841981559,169482
4,1,2,0,142023,31465,18610,24953,53699,15584,40244,54121,20183,3292,2179556315,173488
4,1,2,1,132147,31447,18596,24983,43777,15589,36678,47805,20200,3374,2179556315,163594
4,1,3,0,108773,31448,19056,16472,29567,5675,34480,26039,20214,3498,2105047425,140221
4,1,3,1,104821,31421,19092,16496,25156,5669,31214,25140,20194,3560,2105047425,136242
4,1,4,0,150771,31413,25905,25829,41984,6113,30347,43712,20209,7609,3906502655,182184
4,1,4,1,115125,31489,18792,25207,35741,6051,27175,39958,20216,3359,3906502655,146614
4,1,5,0,126727,31459,13966,25370,47274,9758,33532,50127,20215,3332,512956606,158186
4,1,5,1,117579,31471,14001,25261,39347,9703,30417,44033,20199,3316,512956606,149050
4,1,6,0,135849,31466,12690,25322,57112,11446,38841,55172,20170,3339,3746777269,167315
4,1,6,1,126122,31478,12667,25447,46971,11841,35141,49249,20174,3338,3746777269,157600
4,1,7,0,108227,31446,12711,16564,33658,7245,39733,26527,20184,3528,4043116672,139673
4,1,7,1,102999,31427,12757,16553,28338,7234,35672,25179,20199,3562,4043116672,134426
4,1,8,0,137355,31486,13331,25262,57463,12006,39627,55237,20193,3354,353550317,168841
4,1,8,1,126433,31431,13567,25180,46315,12035,35604,48053,20200,3431,353550317,157864
4,1,9,0,177629,31478,22018,25265,62443,16889,46128,58607,20200,7556,1261708387,209107
4,1,9,1,137765,31414,14941,25300,51188,16913,41570,51966,20197,3450,1261708387,169179
4,1,10,0,144750,31448,19393,25150,55787,15126,39178,57016,20182,3360,953137751,176198
4,1,10,1,135973,31719,19354,25278,45887,15108,35733,51793,20216,3343,953137751,167692
4,1,11,0,110721,31455,20203,25325,29163,6767,33972,27417,20223,3330,1559113540,142176
4,1,11,1,105778,31458,19751,25154,24848,6756,30516,26370,20220,3294,1559113540,137236
4,1,12,0,122523,31473,18644,25224,42184,7192,30334,44399,20206,3326,498999732,153996
4,1,12,1,115961,31480,18610,25173,35763,7233,27835,40464,20193,3322,498999732,147441
4,1,13,0,127491,31448,14365,25265,48381,10271,33859,50186,20195,3338,324575600,158939
4,1,13,1,119410,31474,14173,25207,40444,10240,30847,45184,20189,3395,324575600,150884
4,1,14,0,131992,31973,12903,25224,53720,10842,36717,53212,20197,3360,1867296282,163965
4,1,14,1,122034,31485,12921,25275,43753,10846,33128,46889,20187,3360,1867296282,153519
4,1,15,0,109640,31420,11967,16564,36419,6592,41888,26491,20201,3565,2482507085,141060
4,1,15,1,132020,31461,18933,16521,30488,6627,37336,25110,20199,7580,2482507085,163481
4,1,16,0,144163,31473,12389,25345,62554,13321,40718,61762,20228,3413,3381471330,175636
4,1,16,1,130706,31954,12358,25239,50559,13298,36357,52870,20195,3397,3381471330,162660
4,1,17,0,142157,31479,16284,25203,56588,14835,38796,57965,20201,3363,4285673426,173636
4,1,17,1,131502,31441,16336,25199,45770,14855,34971,50986,20171,3389,4285673426,162943
4,1,18,0,147059,31473,17080,25285,57314,18073,40875,59929,20189,3380,2176955568,178532
4,1,18,1,136690,31452,17060,25171,47105,18093,36816,53682,20197,3389,2176955568,168142
4,1,19,0,108874,31442,19845,16522,28301,6072,33782,25905,20209,3514,1026179769,140316
4,1,19,1,104822,31976,19849,16511,24282,6014,30727,24851,20227,3523,1026179769,136798
4,1,20,0,124421,31475,19396,25147,43201,7338,30875,44979,20204,3320,3872128987,155896
4,1,20,1,146267,31501,26439,25167,36480,7367,28162,40982,20203,7580,3872128987,177768
4,1,21,0,127723,31451,13535,25278,49150,10568,35310,49816,20180,3341,4239688557,159174
4,1,21,1,121208,31498,13797,25298,41054,10544,32173,45948,20236,3350,4239688557,152706
4,1,22,0,136667,31470,14388,25246,55671,12036,37219,55864,20205,3339,3827852097,168137
4,1,22,1,126598,31441,14377,25166,45784,12064,33613,49528,20198,3373,3827852097,158039
4,1,23,0,108119,31467,13836,16782,31837,7580,38967,26086,20194,3509,2439337246,139586
4,1,23,1,102953,31450,13888,16536,26852,7594,34863,24906,20178,3514,2439337246,134403
4,1,24,0,151384,31470,13783,25213,64922,18108,45608,62775,20192,3419,799814119,182854
4,1,24,1,138761,31485,13765,25225,52334,18090,40841,54939,20201,3404,799814119,170246
4,2,1,0,131049,31443,12341,24825,54797,10259,35807,54180,20212,3238,827818295,162492
4,2,1,1,123268,31448,12367,25154,45258,10395,33507,48624,20206,3208,827818295,154716
4,2,2,0,135271,31462,12243,25236,57033,11807,39339,54859,20209,3205,740011770,166733
4,2,2,1,124181,31441,12218,25272,46105,11784,35367,47919,20187,3208,740011770,155622
4,2,3,0,111137,31426,10777,16544,39012,6952,44444,27007,20221,3389,3756379824,142563
4,2,3,1,104598,31414,10795,16550,32382,6959,39221,25548,20175,3443,3756379824,136012
4,2,4,0,155330,31455,23594,25225,63581,14012,40505,62440,20204,3218,1327350392,186785
4,2,4,1,143346,31460,23622,25213,51555,14016,36258,54654,20229,3216,1327350392,174806
4,2,5,0,145329,31465,17285,25122,56075,18065,43394,55990,20197,3169,1400424927,176794
4,2,5,1,134915,31465,17316,25140,45510,18067,39650,49200,20179,3167,1400424927,166380
4,2,6,0,164275,31432,19531,25337,55702,11871,39750,54442,20194,7575,2321498155,195707
4,2,6,1,124002,31929,12237,25245,45864,11719,34589,48367,20207,3243,2321498155,155931
4,2,7,0,107218,31430,16474,16573,31289,5277,35693,26146,20197,3402,1140645885,138648
4,2,7,1,102804,31449,16503,16562,26730,5228,32273,24999,20218,3387,1140645885,134253
4,2,8,0,138074,31441,11556,25229,60741,11643,46066,51667,20206,3188,4040250072,169515
4,2,8,1,126614,31440,11520,25293,49107,11652,40990,45188,20453,3193,4040250072,158054
4,2,9,0,127181,31445,9951,25220,54684,8446,35686,52788,20169,3215,3824396219,158626
4,2,9,1,117660,31452,9958,25279,45164,8377,32145,46801,20168,3213,3824396219,149112
4,2,10,0,130123,31459,11115,25224,52445,12459,35974,54276,20166,3176,3432534975,161582
4,2,10,1,120944,31459,11095,25262,43337,12452,32620,48558,20181,3225,3432534975,152403
4,2,11,0,165736,31513,49900,16489,31037,7781,37080,28157,20246,7579,4076118619,197249
4,2,11,1,130910,31413,42646,16465,26269,7727,33036,26238,20206,3368,4076118619,162323
4,2,12,0,140064,31457,24777,25184,50662,10550,33931,52595,20193,3173,338516289,171521
4,2,12,1,131476,31418,24747,25130,42195,10532,30731,47250,20208,3245,338516289,162894
4,2,13,0,134775,31433,22226,25175,48533,9960,33381,50411,20216,3205,3237415092,166208
4,2,13,1,126936,31418,22040,25134,40846,9976,30463,45619,20215,3215,3237415092,158354
4,2,14,0,131717,31993,18303,25128,49943,9427,34272,50348,20193,3197,1097850695,163710
4,2,14,1,123222,31447,18296,25175,41519,9358,31056,45129,20206,3171,1097850695,154669
4,2,15,0,100859,31425,11218,16486,30271,5312,35127,25696,20171,3350,985153934,132284
4,2,15,1,96543,31445,11223,16557,25799,5274,31836,24567,20168,3362,985153934,127988
4,2,16,0,125282,31425,10656,25317,50752,9680,34579,51296,20178,3196,2070975028,156707
4,2,16,1,117551,31432,10623,25303,41994,9671,31164,47021,20172,3279,2070975028,148983
4,2,17,0,116459,31450,11506,25201,43836,7085,30917,45328,20161,3178,2528158184,147909
4,2,17,1,138975,31478,18476,25286,37354,7171,28325,41620,20176,7594,2528158184,170453
4,2,18,0,116541,31431,11592,25145,42378,8524,31118,45051,20177,3183,2964628137,147972
4,2,18,1,109983,31688,11564,25249,35881,8500,28459,41296,20198,3172,2964628137,141671
4,2,19,0,155480,31419,12519,25327,80049,8763,31512,82755,20202,3180,3581641321,186899
4,2,19,1,138246,31471,12563,25227,62927,8697,28462,68520,20183,3133,3581641321,169717
4,2,20,0,131287,31495,19412,25140,48611,9291,34091,49073,20187,3149,2288024105,162782
4,2,20,1,122886,31443,19387,25252,40287,9238,30944,43956,20195,3146,2288024105,154329
4,2,21,0,127520,31424,13461,25199,52485,7513,34359,50963,20186,3226,483354929,158944
4,2,21,1,118933,31450,13486,25254,43770,7497,31018,45630,20203,3206,483354929,150383
4,2,22,0,153823,31433,33296,25202,52728,12017,35918,55251,20721,3216,2603878467,185256
4,2,22,1,171885,31474,40509,25151,43552,11987,32322,48504,20220,7583,2603878467,203359
4,2,23,0,113190,31447,21157,16457,31704,6164,37151,25962,20211,3378,1554771113,144637
4,2,23,1,108301,31416,21164,16550,26698,6155,33305,24861,20189,3385,1554771113,139717
4,2,24,0,136357,31920,13085,25193,51936,17167,38539,55885,20211,3217,3585729348,168277
4,2,24,1,128168,31472,13092,25281,43144,17157,35344,50376,20690,3250,3585729348,159640
5,0,1,0,129907,31441,13859,25282,53353,8398,33357,53808,20203,3280,3232109788,161348
5,0,1,1,121749,31465,13869,25417,44774,8677,30280,48731,20211,3240,3232109788,153214
5,0,2,0,134894,31424,12481,25455,55281,11305,36788,56512,20210,3333,3282777944,166318
5,0,2,1,152420,31480,19471,25299,45649,11321,32703,49692,20201,7570,3282777944,183900
5,0,3,0,105455,31440,11182,18222,32291,7248,34931,30296,20185,3452,1391863642,136895
5,0,3,1,100530,31421,11216,17984,27548,7225,31348,28823,20176,3485,1391863642,131951
5,0,4,0,132011,31478,15536,25712,52296,9252,33980,53422,20200,3320,1219523679,163489
5,0,4,1,123818,31485,15536,25849,44098,9265,30611,48743,20201,3293,1219523679,155303
5,0,5,0,132840,31470,14302,25809,53350,10333,35771,53858,20186,3297,4212702492,164310
5,0,5,1,123751,31483,14345,25758,44202,10323,32062,48354,20191,3275,4212702492,155234
5,0,6,0,127169,31451,14072,25761,50489,7669,32295,51760,20193,3296,4036060698,158620
5,0,6,1,118557,31439,14042,25675,42123,7623,29104,46451,20192,3343,4036060698,149996
5,0,7,0,106512,31444,13117,18352,32165,5029,33419,30859,20218,3444,3010218121,137956
5,0,7,1,101425,31444,13155,18320,27600,5005,30096,28488,20692,3452,3010218121,132869
5,0,8,0,165396,31496,19399,25725,53945,15507,39740,55571,20178,7572,1605508744,196892
5,0,8,1,127329,31727,12471,25719,44550,15479,35880,50000,20175,3310,1605508744,159056
5,0,9,0,143122,31454,26933,26124,52571,8431,33873,53392,20209,3287,2898416093,174576
5,0,9,1,133639,31465,26975,25730,43401,8361,29931,47693,20207,3299,2898416093,165104
5,0,10,0,142068,31424,25038,25779,53383,8634,33876,54058,20207,3358,398643114,173492
5,0,10,1,133081,31504,25011,25681,44661,8643,30496,48622,20215,3294,398643114,164585
5,0,11,0,116334,31450,21804,18177,33781,5885,35947,29493,20185,3472,3284553875,147784
5,0,11,1,111886,31448,21851,18187,29186,5848,32592,28294,20174,3440,3284553875,143334
5,0,12,0,136876,31462,17312,26342,53999,10035,35569,54942,20195,3316,237515493,168338
5,0,12,1,128462,31449,17269,25806,45071,10067,31882,50294,20236,3321,237515493,159911
5,0,13,0,133457,31479,14215,25722,54388,9946,34451,55746,20209,3319,3387434449,164936
5,0,13,1,153023,31484,21246,25757,45390,9924,31265,49937,20188,7579,3387434449,184507
5,0,14,0,132256,31458,12668,25751,54026,10667,35680,54908,20178,3285,3281091486,163714
5,0,14,1,123479,31462,12631,25798,44762,10711,32459,48950,20730,3280,3281091486,154941
5,0,15,0,111164,31452,11683,18259,37631,6913,40538,29889,20175,3453,2856144884,142616
5,0,15,1,105429,31441,11717,18280,31722,6897,36129,28349,20176,3527,2856144884,136870
5,0,16,0,142804,31491,14386,25808,59163,14270,38834,60548,20198,3316,3720760347,174295
5,0,16,1,131974,31453,14340,25800,48755,14033,34876,53844,20199,3300,3720760347,163427
5,0,17,0,138186,31437,14801,25827,55850,11496,38321,56090,20198,3338,1921748590,169623
5,0,17,1,127738,31468,14821,25750,46494,11505,34170,49720,20204,3293,1921748590,159206
5,0,18,0,140680,31480,13413,25825,60203,12051,38886,59327,20173,3323,2549093504,172160
5,0,18,1,158884,31430,20489,25749,49861,12072,34770,53045,20196,7577,2549093504,190314
5,0,19,0,111142,31439,13300,18718,35028,7293,38366,30346,20199,3467,3292327016,142581
5,0,19,1,105476,31433,13334,18264,29789,7243,34044,28851,20208,3508,3292327016,136909
5,0,20,0,134173,31472,11175,25735,55926,12198,38121,55873,20181,3298,4255739880,165645
5,0,20,1,123851,31453,11147,25755,45685,12234,34300,49505,20184,3294,4255739880,155304
5,0,21,0,152269,31486,23513,25744,59614,14312,40639,59164,20195,3310,1765956462,183755
5,0,21,1,142253,31447,23540,25691,49512,14275,36316,53296,20183,3355,1765956462,173700
5,0,22,0,155796,31485,23918,25816,56191,20627,40118,62660,20225,3313,2954593681,187281
5,0,22,1,147061,31445,23873,25804,46472,20612,36724,57419,20232,3330,2954593681,178506
5,0,23,0,144301,31463,28080,18420,33098,6456,35822,29828,20203,7576,2147452798,175764
5,0,23,1,110837,31461,20935,18229,28443,6408,32148,28539,20204,3449,2147452798,142298
5,0,24,0,140254,31429,16648,26245,54388,13736,37041,57463,20197,3376,2042903052,171683
5,0,24,1,131012,31450,17064,25721,45341,13752,33649,51294,20201,3324,2042903052,162462
5,1,1,0,151431,31938,15553,25445,62183,19169,39371,67565,20197,3307,1186615512,183369
5,1,1,1,140669,31442,15793,25482,51096,19149,35197,60666,20185,3353,1186615512,172111
5,1,2,0,143590,31461,18629,25559,54561,15537,39599,56195,20217,3338,604736593,175051
5,1,2,1,135139,31448,18587,25623,45001,15600,36257,51212,20231,3340,604736593,166587
5,1,3,0,140861,31429,26162,18233,32403,5589,34283,29607,20220,7564,3620685277,172290
5,1,3,1,107608,31437,19083,18311,27693,5546,30866,28341,20217,3514,3620685277,139045
5,1,4,0,123507,31999,18815,25760,43504,6114,29145,46365,20196,3356,3621659590,155506
5,1,4,1,117177,31453,18845,25846,37135,6047,26550,42609,20217,3372,3621659590,148630
5,1,5,0,126994,31452,13961,25827,48220,9775,32642,51314,20194,3340,3633283969,158446
5,1,5,1,119393,31491,13992,25891,40464,9750,29739,46498,20181,3330,3633283969,150884
5,1,6,0,138990,31433,12917,25829,59532,11301,38778,58014,20169,3390,3219118864,170423
5,1,6,1,128100,31437,12673,25853,49031,11317,34541,51790,20201,3360,3219118864,159537
5,1,7,0,111603,31429,12721,18308,36646,7038,39396,30230,20194,3551,1343355074,143032
5,1,7,1,106140,31458,12763,18340,31023,7002,35229,28813,20192,3499,1343355074,137598
5,1,8,0,138984,31480,13323,25972,57296,11899,39432,56978,20224,3359,1849414379,170464
5,1,8,1,127261,31485,13315,25943,46627,11922,35191,49432,20420,3372,1849414379,158746
5,1,9,0,151918,31492,14942,25840,65261,16522,46158,61596,20230,3372,3183707547,183410
5,1,9,1,168847,31835,21995,25863,53339,16573,41357,54550,20199,7625,3183707547,200682
5,1,10,0,146612,31463,19379,25815,57219,14889,38650,59404,20182,3377,381623221,178075
5,1,10,1,136656,31469,19336,25844,47353,14883,34929,53280,20183,3402,381623221,168125
5,1,11,0,113197,31445,19704,25913,31154,6703,32971,30936,20705,3344,2083839560,144642
5,1,11,1,108641,31422,19720,25792,27094,6729,29877,29869,20218,3309,2083839560,140063
5,1,12,0,124800,31473,18645,25814,43695,7281,29740,47186,20197,3360,3311825655,156273
5,1,12,1,118030,31475,18629,25843,37088,7294,27196,43159,20204,3312,3311825655,149505
5,1,13,0,129515,31450,14134,25922,49988,10249,33351,52941,20183,3347,1229443374,160965
5,1,13,1,122672,31438,14154,25892,41857,10258,30379,48881,20236,3363,1229443374,154110
5,1,14,0,162243,31941,19964,25874,54616,10869,36173,55318,20194,7567,939047822,194184
5,1,14,1,123899,31471,12926,25864,44973,10879,32609,49245,20185,3341,939047822,155370
5,1,15,0,113527,31436,11947,18313,39968,6478,42163,30299,20197,3484,863089649,144963
5,1,15,1,107291,31464,11937,18348,33564,6462,37366,28714,20184,3500,863089649,138755
5,1,16,0,145062,31508,12346,25975,64251,13097,40348,63110,20196,3391,3019920636,176570
5,1,16,1,133043,31472,12327,25904,52365,13119,35981,55543,20193,3442,3019920636,164515
5,1,17,0,142646,31480,16291,25856,56608,14713,38406,58920,20185,3327,843886852,174126
5,1,17,1,132446,31466,16316,25822,46253,14711,34499,52420,20180,3360,843886852,163912
5,1,18,0,151150,31452,17075,25954,59699,17893,40917,63853,20237,3389,2027149072,182602
5,1,18,1,139175,31486,17031,25855,49148,17914,36488,56559,20175,3346,2027149072,170661
5,1,19,0,111908,31443,19860,18310,30832,5914,33144,29583,20206,3509,1601706887,143351
5,1,19,1,136073,31494,26854,18264,26609,5925,30096,28370,20223,7557,1601706887,167567
5,1,20,0,126931,31481,19393,25865,44998,7378,30630,47742,20207,3302,3824057806,158412
5,1,20,1,119830,31434,19363,25867,38020,7380,27733,43663,20192,3372,3824057806,151264
5,1,21,0,130210,31453,13534,25916,51087,10457,35092,52499,20193,3370,2903323728,161663
5,1,21,1,121963,31480,13551,25920,42711,10464,31673,47554,20191,3304,2903323728,153443
5,1,22,0,138556,31469,14374,25873,57017,11922,36773,58171,20203,3374,1833175624,170025
5,1,22,1,128662,31428,14343,25925,47179,11915,33101,52049,20204,3414,1833175624,160090
5,1,23,0,111538,31437,13811,18329,35030,7364,38325,30095,20207,3529,2903781557,142975
5,1,23,1,107368,31387,13875,18352,29514,7336,35469,28615,20193,3586,2903781557,138755
5,1,24,0,154850,31495,13768,25880,67855,18019,46499,65390,20205,3387,3538193475,186345
5,1,24,1,170466,31446,20873,25824,54908,17984,40881,57965,20215,7574,3538193475,201912
5,2,1,0,133144,31427,12332,25490,56270,10253,35347,56781,20208,3209,1667784903,164571
5,2,1,1,123684,31474,12330,25421,46823,10281,31823,50817,20181,3206,1667784903,155158
5,2,2,0,135692,31427,12235,25860,57025,11624,38844,55791,20208,3201,4196847628,167119
5,2,2,1,125053,31420,12215,25864,46475,11674,34873,49277,20192,3197,4196847628,156473
5,2,3,0,115381,31450,10767,18604,42547,6794,44641,31093,20186,3391,2275874209,146831
5,2,3,1,109452,31426,10793,18315,35626,6757,40432,29231,20202,3381,2275874209,140878
5,2,4,0,157610,31910,23609,25890,65264,13810,40261,64847,20211,3303,1663670830,189520
5,2,4,1,174672,31437,30759,25823,53417,13858,35873,57359,20228,7570,1663670830,206109
5,2,5,0,145787,31655,17255,25821,56307,17526,42541,57236,20203,3239,1677554034,177442
5,2,5,1,135779,31391,17304,25795,46165,17545,38753,50883,20196,3255,1677554034,167170
5,2,6,0,136721,31446,12236,25921,58024,11584,38574,57081,20196,3224,1615182190,168167
5,2,6,1,126970,31446,12221,25808,48405,11686,34407,51622,20196,3222,1615182190,158416
5,2,7,0,110603,31426,16515,18290,34124,5115,35181,30005,20212,3421,2699987343,142029
5,2,7,1,106004,31417,16525,18276,29392,5109,31821,28655,20223,3388,2699987343,137421
5,2,8,0,140957,31699,11578,25916,62040,11454,46763,53876,20196,3179,1115295935,172656
5,2,8,1,128452,31420,11533,25826,50779,11437,40547,47619,20203,3227,1115295935,159872
5,2,9,0,158004,31469,16946,25942,56279,8367,35008,55711,20176,7592,4149672134,189473
5,2,9,1,119918,31916,9926,25825,46888,8381,31622,49597,20185,3206,4149672134,151834
5,2,10,0,132122,31452,11128,25837,53860,12449,35516,56756,20171,3210,3436562761,163574
5,2,10,1,123032,31675,11091,25880,44838,12390,32131,51109,20171,3234,3436562761,154707
5,2,11,0,139211,31441,43156,18118,33258,7995,36326,30791,20212,3359,751676600,170652
5,2,11,1,133602,31452,42657,18162,28601,7536,32485,29462,20198,3372,751676600,165054
5,2,12,0,142365,31426,24773,25825,52335,10474,33315,55446,20182,3255,1769532738,173791
5,2,12,1,133675,31409,24774,25766,43785,10492,30171,49996,20194,3251,1769532738,165084
5,2,13,0,136735,31443,22001,25850,50135,9930,32745,53293,20200,3212,3653818969,168178
5,2,13,1,130610,31451,22043,25902,42641,9985,30957,48813,20219,3195,3653818969,162061
5,2,14,0,134459,31450,18285,25865,51955,9469,34366,53053,20204,3171,1893107688,165909
5,2,14,1,154091,31475,25363,25813,42894,9469,30553,47759,20196,7579,1893107688,185566
5,2,15,0,103463,31666,11207,18265,32938,4532,33872,29505,20189,3383,1092426482,135129
5,2,15,1,98918,31416,11225,18294,28265,4527,30633,28077,20185,3399,1092426482,130334
5,2,16,0,126907,31443,10669,25916,51817,9585,33768,53678,20202,3217,1583769456,158350
5,2,16,1,118396,31959,10636,25834,43473,9663,30634,48467,20178,3202,1583769456,150355
5,2,17,0,118357,31454,11497,25797,45065,7222,30370,47839,20172,3187,1434117155,149811
5,2,17,1,111664,31442,11517,25831,38211,7200,27721,43648,20173,3185,1434117155,143106
5,2,18,0,118827,31460,11596,25888,43937,8523,30663,47810,20180,3169,2169109094,150287
5,2,18,1,113638,31463,11823,25920,37374,8590,28185,44919,20216,3171,2169109094,145101
5,2,19,0,153147,31461,12596,25791,77203,8742,30356,81512,20206,3112,3039493232,184608
5,2,19,1,138687,31456,12569,25914,62651,8691,27841,69539,20200,3146,3039493232,170143
5,2,20,0,161918,31418,26403,25831,49610,9370,33482,51469,20175,7574,3942764293,193336
5,2,20,1,124923,31429,19382,25894,41424,9329,30410,46364,20195,3208,3942764293,156352
5,2,21,0,129867,31897,13461,25936,54186,7491,33769,53973,20187,3196,467367711,161764
5,2,21,1,120988,31456,13492,25857,45226,7501,30500,48211,20173,3195,467367711,152444
5,2,22,0,154040,31449,33269,25825,54027,11916,35301,56593,20228,3223,3193952169,185489
5,2,22,1,144812,31458,33240,25787,45008,11931,31829,51019,20203,3213,3193952169,176270
5,2,23,0,117682,31429,21150,18354,34439,6058,36830,30713,20221,3420,552372101,149111
5,2,23,1,111389,31688,21163,18294,29302,5986,32880,28346,20213,3371,552372101,143077
5,2,24,0,139562,31463,13522,25961,53613,17399,37902,59204,20189,3239,2504021328,171025
5,2,24,1,129442,31421,13048,25819,44717,16979,34580,53062,20172,3263,2504021328,160863
6,0,1,0,133159,31454,13859,27170,54648,8544,41064,49429,20201,3241,541894696,164613
6,0,1,1,123654,31475,13874,26632,45676,8493,36736,44199,20204,3252,541894696,155129
6,0,2,0,135593,31480,12495,26596,56038,11345,43188,50919,20188,3284,96646820,167073
6,0,2,1,125720,31480,12440,26658,46202,11424,38950,45470,20182,3263,96646820,157200
6,0,3,0,108866,31431,11183,19348,33441,7323,41787,26824,20201,3421,3346407885,140297
6,0,3,1,103026,31418,11218,19270,28614,7292,37981,24626,20183,3490,3346407885,134444
6,0,4,0,134904,31453,15585,27132,53237,9772,41154,49126,20199,3313,1995678371,166357
6,0,4,1,125229,31476,15549,26999,44351,9305,36770,44017,20197,3273,1995678371,156705
6,0,5,0,163774,31446,21367,26998,54108,10483,42373,49344,20193,7583,4039661572,195220
6,0,5,1,125801,31456,14298,27030,44787,10516,38288,44182,20201,3289,4039661572,157257
6,0,6,0,129525,31471,14085,27029,51669,7603,39287,47146,20195,3285,3810101638,160996
6,0,6,1,121582,31468,14060,27102,43728,7640,36238,42368,20186,3302,3810101638,153050
6,0,7,0,107523,31425,13124,19515,33132,5043,39964,25265,20199,3504,3764057957,138948
6,0,7,1,102830,31419,13126,19552,28325,5012,36211,24275,20182,3504,3764057957,134249
6,0,8,0,138876,31694,12466,27052,54624,15555,46202,51155,20197,3291,1910928323,170570
6,0,8,1,130658,31472,12455,27094,45245,15584,43215,46032,20175,3320,1910928323,162130
6,0,9,0,144915,31476,26933,26922,53577,8399,40219,48809,20206,3290,553095336,176391
6,0,9,1,136206,31433,26940,26953,44652,8416,36352,43804,20214,3346,553095336,167639
6,0,10,0,144255,31437,25032,27046,54240,8712,40609,49520,20199,3333,1988110522,175692
6,0,10,1,164032,31437,32188,26968,45459,8766,36692,44629,20215,7584,1988110522,195469
6,0,11,0,119359,31441,21847,19509,35199,6023,43289,25106,20181,3443,2297788546,150800
6,0,11,1,113628,31909,21856,19479,29592,5959,38591,24011,20200,3472,2297788546,145537
6,0,12,0,138962,31485,17297,26987,55324,10223,42339,50326,20187,3271,2081579829,170447
6,0,12,1,129508,31455,17274,27047,45945,10200,38280,45043,20180,3298,2081579829,160963
6,0,13,0,137235,31491,14210,27156,55607,10051,42913,51198,20204,3269,2178734918,168726
6,0,13,1,127043,31461,14200,27244,46390,9996,37791,45974,20205,3324,2178734918,158504
6,0,14,0,135577,31474,12658,27123,55823,10773,43417,50440,20200,3305,2832279489,167051
6,0,14,1,125061,31491,12632,27064,45590,10738,38842,44681,20197,3288,2832279489,156552
6,0,15,0,113561,31706,11696,19567,38546,7086,47383,25443,20181,3450,2357389411,145267
6,0,15,1,107472,31428,11723,19605,32279,7050,42330,24216,20180,3479,2357389411,138900
6,0,16,0,174144,31442,21474,26979,60435,14213,45994,55761,20194,7580,3382796555,205586
6,0,16,1,135006,31470,14409,27063,50156,14247,41898,49709,20181,3298,3382796555,166476
6,0,17,0,139695,31454,14793,26985,57262,11590,44602,51367,20203,3299,3945676149,171149
6,0,17,1,129483,31489,14821,26991,46936,11553,40266,45347,20204,3290,3945676149,160972
6,0,18,0,143720,31459,13449,27123,61707,12220,46274,54917,20189,3343,2443949494,175179
6,0,18,1,133457,31439,13397,27172,50379,12258,42282,48810,20178,3339,2443949494,164896
6,0,19,0,113191,31434,13294,19510,36239,7432,45050,25643,20225,3523,2637664465,144625
6,0,19,1,108443,31430,13305,19634,30636,7488,40709,24703,20677,3461,2637664465,139873
6,0,20,0,136792,31472,11156,27075,57061,12363,45223,51404,20160,3273,456823485,168264
6,0,20,1,126382,31486,11122,27056,46810,12337,40796,45542,20184,3281,456823485,157868
6,0,21,0,155346,31469,23549,27099,60623,14869,47623,55107,20233,3288,2608830671,186815
6,0,21,1,172822,31460,30654,26970,49849,14388,42526,48807,20196,7576,2608830671,204282
6,0,22,0,158004,31489,23902,27020,57051,20853,47370,57680,20212,3282,242003287,189493
6,0,22,1,148135,31483,23870,26910,47392,20855,43188,52099,20207,3319,242003287,179618
6,0,23,0,120017,31434,20938,20068,34495,6631,43470,26443,20224,3481,4154789726,151451
